smiles,mpK
O=C1CC2CC(OC(=O)C)CCC2(C)C2CCC3(C)C(=O)CCC3C12,437
C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,439
c1cc(c(cc1[N+](=O)[O-])O)O,449
C=Cc1cccc(c1)C(=O)O,368
CC/C=C/CC(=O)O,284
c1ccc(c(c1)c2nc3ccccc3s2)O,405
O[C@@H](CO)[C@H](O)[C@H](O)CO,375
c1ccc(cc1)/N=N/c2ccc(cc2)O,427
Cc1ccccc1NC(=O)C,384
O=C(Nc1ccccc1)C[N+]([O-])=O,366
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,262
Cc1cccc(N)c1C,275
c1ccc2c(c1)ccc(=O)o2,343
Cc1cccc(c1Cl)C,237
c1cc(c(cc1Br)Cl)Cl,297
Cc1ccc(cc1O)C(C)C,275
CC(C)c1ccc(cc1)CO,300
Oc2ccc(N=Nc1ccccc1C(=O)O)cc2,478
C(C(=O)CCl)Cl,317
CN(C)c1ccc(cc1)N(C)C,323
CNc1ccccc1C(=O)OC,291
CC(=O)c1cccc(c1)OC,266
Cc1ccc(CCl)cc1,277
Nc1ccc(Cl)cc1OC,324
c1ccc(cc1)Cc2ccc(cc2)O,356
COc1cc(cc(OC)c1)C(=O)OC,316
CCOC(=O)CNc1ccccc1,330
c1cc(c(cc1Cl)Cl)Br,300
c1ccc(cc1)Oc2cccc(c2)N,309
COc1c(c(c(c(c1F)F)F)F)F,235
N#Cc1cccnc1,323
O=Cc1ccc(O)cc1,391
CC(=O)C,179
CCCCCCCCO,257
C(CCNCCCN)CNCCCN,302
c1cc2ccc3cccnc3c2nc1,391
CC(C)NCC(O)COc1ccccc1CC=C,381
Clc1ccc(cc1)C(CN)CC(=O)O,480
CCCCOc1ccc(CC(=O)NO)cc1,426
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,383
Clc1cc(Cl)c(Cl)nc1OP(=S)(OCC)OCC,315.5
Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,334
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,492
ICC(N)=O,367
CNCCCC13CCC(c2ccccc12)c4ccccc34,365
NC(=O)CS(=O)C(c1ccccc1)c2ccccc2,437
CN3CC(c1ccccc1)c2cccc(N)c2C3,452
CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(N)(=O)=O,451
CNS(=O)(=O)Cc2ccc1[nH]cc(CCN(C)C)c1c2,442
CC1(C(=O)N(C(=O)O1)C)C,320
c1cc(sc1)C(=O)CC(=O)C(F)(F)F,316
COc1ccccc1N3CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC3,429
Oc3cc4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2C[C@@H](O)[C@@H]1O)c4cc3,555
C1=CC(=C(C=C1C(=O)O)Cl)Cl,481
[O-][N+](=O)c2cc[n+]([O-])c1ccccc12,427
O=S(=O)(OCC)OCC,249
CS(C)(=O)=O,382
Cc1ccc(cc1)S(=O)(N)=O,412
CC(C)c1cc(c(C)c(Br)c1O)C3(OS(=O)(=O)c2ccccc23)c4cc(C(C)C)c(O)c(Br)c4C,473
CC(=O)NC,300
c1ccc(cc1)c2ccccc2c3ccccc3,330
CCn3c1ccccc1c2ccccc23,342
O=C(O)c2cccc1ccccc12,435
Nc1ccc(cc1)c2ccccc2,326
c1ccc(cc1)C(CO)O,340
Clc1cc(C)c(OC(C)C(=O)O)cc1,367
O=C(Nc1ccccc1)c2ccccc2,436
[O-][N+](=O)c1ccc2ncnc2c1,481
Oc1ccc(O)c(C)c1,402
C(C(CBr)Br)Br,290
C(C(CCl)Cl)Cl,259
CC1CCCC1,130
CC(C)COC(=O)C(C)C,192
OC(=O)c1cc(O)ccc1,476
O=[N+]([O-])c1cc(cc(c1)[N+]([O-])=O)C(=O)O,479
Nc1cc(ccc1OC)[N+]([O-])=O,391
O=[N+]([O-])c1cc(C=O)ccc1,332
O=[N+]([O-])c1ccc(cc1)C(=O)OCC,331
CNc1ccc(cc1)[N+]([O-])=O,425
O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O,446
CCN1CCOCC1,210
C=CCOc1nc(nc(OCC=C)n1)OCC=C,299
O=C(Nc1ccccc1)CC(C)=O,359
O=CNc1ccccc1,320
O=C(C)Nc1ccc(cc1)[N+]([O-])=O,488
O=C1CCCCCN1,342
O=C1CCC(=O)O1,392.5
Cc1cccc(c1)C,226
CCCCCCS,192
CCCSCCC,171
CCCCCCCCCCBr,243
CCCCCCCCCC=O,268
CCCCCCCCCCCCCCO,313
c1ccc(cc1)OC(=O)c2ccccc2O,316
c1cccc2cccc2c1,372.5
c1ccncn1,294
Cc2nc1ccccc1c(=O)n2c3ccccc3Cl,399
O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1Cl)C(F)(F)F,330
O=[N+]([O-])c1ccc(cc1)C(F)(F)F,312
Clc1ccc(NC(C)=O)cc1,451
CCCCl,151
ClCCC#N,223
CCC(C)(C)CC,138
CC(=C(C)C)C,198
CC(C)C(C)C(C)C,163
c1ccc(c(c1)[N+](=O)[O-])Br,315
Ic1ccc(Br)cc1,364
CCCC(C)(C)O,170
CC1(O)CCCCC1,299
BrC(c1ccccc1)(c2ccccc2)c3ccccc3,426
[O-][N+](=O)c1cc([N+]([O-])=O)c(O)c2ccccc12,404.5
Clc1cccc(Cl)c1N,313
O=[N+]([O-])c1cc(cc(C(=O)O)c1O)[N+]([O-])=O,443.5
O=[N+]([O-])c1ccccc1C#N,382
CC(C)(C)OOC(=O)c1ccccc1,281
Brc1ccc(Br)c(C)c1,278
COC(=O)c1cccc(c1)Br,305
c1cc(cc(c1)C(=O)O)C=O,447
O=[N+]([O-])c1cc(C#N)ccc1,390
O=[N+]([O-])c1ccc(cc1)C(=O)OC,369
N#Cc1cccc(C#N)c1,434
CCCc1ccc(cc1)O,294
N#CCCc1ccccc1,271
CC(C)CC=C,120
O=C(O)CCCCCCCCCCC(=O)O,402
CCCCCCCCCCCBr,264
[O-][N+](=O)c1cnc(C)n1,526
O=C(c1ccccc1)C2CCCCC2,328
CCC(C)C=C,119
O=C1CCCN1C,250
N#Cc1ccc(N)cc1,357
FC(F)(F)C(O)C(F)(F)F,270
O=C(O)CCCCCCCCCCCCCC,325
CC(C)CCCCC(C)C,218
CN(C)c1ccncc1,384
Clc1ccc(cc1)C(=O)OC,317
COC(=O)c1ccc(cc1)C=O,334
Clc1cc(CC(=O)O)ccc1,351
COc1cc(cc(c1OC)OC)C#N,366
C(CSSCCO)O,298
Clc1c(OC)cccc1Cl,304
Brc2ccccc2c1ccccc1,275
c1ccc(c(c1)C(Cl)(Cl)Cl)Cl,303
Clc1nc2ccccc2nc1Cl,425
COc1cc(OC)c(cc1OC)C=O,387
O=[N+]([O-])c1c(cccc1Cl)C(=O)O,510
ClS(Cl)=O,169
CCC(C)N,169
CC(C)C1=NC=C(N1C)[N+](=O)[O-],334
Brc1ccc(CC#N)cc1,321
CC(Cc1ccccc1)NC(C#N)c2ccccc2,358
NC(=O)CN2Cc1ccccc1OC2=O,476
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,345
COc1cc(cc(OC)c1OC)C(=O)NCCCCCC(O)=O,394
CCC(=O)OC(=O)CC,228
CCCCCCCC#N,228
CCCCOP(=O)(OCCCC)OCCCC,193
FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,437
Clc1cc(OC)cc(Cl)c1,313
Oc1ccc(cc1OC)CO,387
CCN(CC)c1ccc(cc1)C=O,313
O=C(c1ccccc1)c2cccs2,330
c1cnn[nH]1,297
Fc1c(c(F)c(F)c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,340
c1ccc2c(c1)no[n+]2[O-],342
CC(C)C(N)=O,402
Clc1ccc(cc1)c4nc3c2ccccc2ccn3n4,511
COC1=C(OC)C(=O)C(C)=CC1=O,331.5
O=C(N)c1ccccc1Cl,416
OC(=O)c1ccc(cc1)C(=O)c2ccccc2,471
Cc1cccc(c1)C(=O)N,369
N#CCc1ccc(cc1)CC#N,368
OCc1cccc(CO)c1,331
N#CCc1cccc(c1)CC#N,306
Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC(=O)O,543
O=C(N)c1ccc(Br)cc1,464
COc1cc(ccc1OC)[N+]([O-])=O,370
COc1cc(cc(OC)c1C=O)OC,393
CN1CCC(CC1)N(Cc2ccccc2)c3ccccc3,387
CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,363
Fc1c(c(F)c(F)c(F)c1F)C(=O)c2ccccc2,310.5
CC1(O)CCCC1,310
c1cc(ccc1CC(=O)O)Br,390
CCOc1ccccc1OCC,317
O=C(N)c1ccc(N)cc1,455
O=C(N)c1ccccc1Br,433
Cc1c(cccc1OC)OC,313
CC(=O)c1cccc(c1)C#N,372
SCc1ccc(Cl)cc1,292
COC(=O)NN,345
COc1cc(cc(Cl)c1)OC,307
ClCc1c(c(cc(c1C)C)C)C,342.5
COc1cc(ccc1)C(N)=O,406
OCc1ccccc1I,365
CC(=O)Oc1ccc(cc1)c2ccccc2,361
C[C@@H]1CC(=O)C=C([C@]12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC,492
Sc1nc(CCC)cc(O)n1,493
C1=NC2=C(N1)C(=S)N=CN2,587
C=CCC2(C1CCCC=C1)C(=O)NC(=S)NC2=O,421
OCNC(=S)NC,361
O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncccc3)C,471
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(O)=O)c(C)c1C,501
ClC1=C(Cl)[C@@]2(Cl)C(Cl)(Cl)[C@]1(Cl)[C@@H]3[C@H]2[C@@H]4C[C@H]3[C@H]5O[C@@H]45,449
c1cc(cc(c1)[N+](=O)[O-])C(=O)N,415
NCCO,284
OCCNCCO,301
OCCN(CCO)CCO,292.5
C(CCl)Cl,238
OCCCO,246
Cc1cccc(C)n1,267
N#CCC(=O)OCC,251
c1cc2c(cc1C=O)OCO2,309
Cc1cc(N)ccc1C,324
c1cc(oc1)C(=O)Cl,272
O=C(CCC(=O)OCC)OCC,253
Nc1cccc(OC)c1,273
CN(C)c1ccc(Br)cc1,328
Cc1ccccc1Cl,237
Cc1ccccc1Br,246
Oc1ccc(cc1OC)CC=C,264
N#CCCCCC#N,275
COc1ccccc1Br,275
ClC(Cl)c1ccccc1,257
C(OCc1ccccc1)c2ccccc2,276
Fc1cc(F)ccc1[N+](=O)[O-],282
C(CCCl)CCCl,201
O=C(C)c1ccc(Cl)cc1Cl,307
Clc1ccc(C=O)cc1Cl,317
CCOCCOCCOCC,229
Oc1ccc(cc1OC)C(C)=O,387.5
COc1ccc(cc1)C(=O)OC,323
CC(C)(O)C(C)(C)O,316
Clc1ccccc1CC#N,297
COc1ccccc1C=O,311
O=Cc1cc(Cl)ccc1,291
O=[N+]([O-])c1cc(Cl)ccc1Cl,329
ClCc1ccccc1CCl,329
CCOC(=O)c1ccc(cc1)OC,281
COCc1ccccc1,220
Clc1ccc(Cl)c(I)c1,294
O=[N+]([O-])c1ccc(Br)cc1,399
Cc1cc(Br)c(C)cc1,283
OC(=O)CC(O)(CC(O)=O)C(=O)O,426
CCC=O,192
CN(C)c1ccccc1,275
CCCO,146
CC1=CNC(=O)NC1=O,589.5
Oc1ccc(Cl)c(O)c1,380
Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,420
BrCBr,221
NC(=O)OCC(COC(N)=O)c1ccccc1,424
ClC(Cl)C(F)(F)OC,238
Cc1ncc([N+]([O-])=O)n1CCO,433
Oc1cccc(O)c1,384
COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,477.5
NC(=O)OCC,321
OC(=O)c1c(Cl)cccc1Cl,417
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,436
CCCCCO,195
CC(C)Cl,155
CC(C)(C)O,298
CC(C)(C)CC,173
CC(C)(C)C(C)=O,220.5
CC(=O)CC,186
C=CC(=O)O,286
CC(C)C(C)C,145
CC(C)C(=O)O,226
ClC(Cl)C(Cl)Cl,230
Cc1cccc(C)c1[N+](=O)[O-],288
OC(=O)c1ccccc1I,435.5
CC(C)c1ccccc1O,289
Oc2cccc1ccccc12,368
O=C(CC)c1ccccc1,291
CCOC(=O)C(=O)OCC,232
CC1=CC(=C(C=C1C)C)C,352
CCC(=O)CC,233
[O-][N+](=O)c1ccccc1,278
O=[N+]([O-])c1cccc(c1)[N+]([O-])=O,362
ON=C1/CCCCC1,363
CCCN(CCC)CCC,179.5
CCCc1ccccc1,174
CCNc1ccccc1,209
O=COC,173
C=C(C)CC(C)(C)C,179
CC1CCCCC1,146
Clc1ccccc1,228
CCCCN,224
CCCCCCCCC,220
CCCCCCCCN,272
CCCCCCCCCCO,280
CCCCCCCCCCCCCCCCCCCC,309.7
c1ccc(cc1)C(c2ccccc2)C(=O)O,420
O=C(O)CCCCCCC(=O)O,416
CC(C)(C)Cl,247
c1ccccc1C(c2ccccc2)c3ccccc3,367
C=C(C)CC,136
CCCCCCCCCCCCCCCCC,294
CCCCCCCCCCCCCCCCCCC,306
CCCCCCCCCCCCC=C,260
NC1=NCC(O1)c2ccccc2,409
OC(=O)c1cc(ccc1Cl)[N+]([O-])=O,439
NCCCCCCO,329
CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,399
Clc1ccc(OC)c(Cl)c1Cl,342
C1=C2C(=NC(=N1)N)N(C=N2)COCCO,462
CC(C)(Cl)CC,200
O=[N+]([O-])c1ccc(CC#N)cc1,389
COc1cc(cc(OC)c1)C=O,320
O=CC=Cc1ccccc1,266
Nc1cc(ccc1O)[N+]([O-])=O,417
Cc1ccc(N)cc1,316
C=CCCl,139
BrC(Br)Br,282
CC(=O)OCCOCC,211
COC(=O)c1ccc(cc1)C(=O)OC,414
Cc1ccc(Cl)cc1,280.5
COc1cc(ccc1OC)C=O,317
Oc1cc(C)c(Cl)c(C)c1,388
Oc1ccc(Cl)c(C)c1,340
ClCCCCCl,235
CCCCO,184
CCCSc1ccc2c(c1)nc([nH]2)NC(=O)OC,482
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,429
CNC(NCCSCc1nc[nH]c1C)=NC#N,414
O=C(O)CCCCCCCCC,304
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,439
O=Cc1c(Cl)cccc1Cl,343.5
COC1=C(C=C(C=C1)C(=O)O)OC,454
O=Cc1ccc(O)cc1O,409
CCC#N,181
NC1CCCCC1,255
CCCCC=O,181.5
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,414
Oc1ccc2ccccc2c1,395
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,381
C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,356
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,447
CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,378
C1=CC(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl,328.5
O=C=N/c1cc(ccc1C)N=C=O,293.5
Oc1ccccc1O,378
Cc1cc(O)ccc1,284
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,358
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,419
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,432
O=C(N)OCC(C)(COC(=O)N)CCC,378
COc2ccc1[nH]c(nc1c2)S(=O)Cc3ncc(C)c(OC)c3C,429
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,421
C1C2=CC=CC=C2OC3=CC=CC=C31,374
CN(C)c1ccc(C=O)cc1,347
CCOC(=O)C1=CC=C(C=C1)O,389
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,455
O=C(NN)c1ccncc1,444
C1=CC(=CC=C1Br)Br,361
C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,412
c1ccccc1,278.5
CC(=O)NC1=CC=CC=C1,387
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,366
CCCOC(=O)C1=CC=C(C=C1)O,369
C1=CC=C(C=C1)C(=O)O,395
c1ccc(cc1)CS,243
C1CC(=O)C1,222
c1cc(ccc1S(=O)(=O)c2ccc(cc2)Cl)Cl,422
Cc1cc(cc(c1)C(=O)O)C,443
C1CNCCC1CCCC2CCNCC2,339
CC(C)C(=O)C,181
CC(=O)CCC,195
CC2(C)C(=O)C1(C)CCC2C1,278
ICI,278
COc1ccccc1[N+]([O-])=O,282.4
Fc1ccccc1O,288
O=C(c1ccccc1)c2ccccc2,321
C1=CC=C(C=C1)O,314
CCCCCC=C,154
CCCCCCCC(=O)O,290
Cc1cc(c(c(c1)C)CC(=O)O)C,442
CCCC,135
c1ccc2c(c1)C(=O)OC2=O,405
BrC=C,134
OC(=O)CCCCC(=O)O,425
OC(c1ccccc1)(c2ccccc2)c3ccccc3,436
C1=CC(=CC=C1C(=O)O)N,462
Fc1ccc(cc1[N+](=O)[O-])[N+]([O-])=O,300
c1ccccc1Oc2ccccc2,300
c1cc(ccc1N)F,271
CCCCCCCCCCCCCC=C,269
Nc1ccccc1OC,278
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,328.5
c1cc(ccc1C#N)F,309
C(CCCCO)CCCCO,320
c1ccc(cc1)Oc2ccccc2N,320
O=C1C=CC(=O)O1,326
Nc2cccc1ccccc12,322
O=C(O)CCCCCCCCCCCCC,328.1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,339
O=S(c1ccccc1)c2ccccc2,343
CCCC(N)=O,389
C1=CC(=CC=C1N)S(=O)(=O)N,439.2
COc1ccc(cc1OC)CC#N,337
Cc1ccc(cc1)C,285
C1CSCCS1,384
Cc1csc(n1)S,361
O=C(O)CCCC(=O)O,369.5
CN1CCC(CC1)=C2c4ccccc4C=Cc3ccccc23,385.8
O=C(O)CCCCCCCCCCCCCCCC,333
N#Cc1ccccc1Cl,318
O=[N+]([O-])c1cc(CBr)ccc1,332
c1ccc(c(c1)Cl)Cl,255
BrCCCl,256
Cc1cccc(c1)N,243
c1ccc2cc(ccc2c1)c1ccc2ccccc2c1,460
c1ccc(cc1)c2[nH]ccn2,421
OC(=O)c1cc(I)ccc1,460
O=Cc1ccccc1,217
CCc1nnc(s1)N,473
Clc2cc(Cl)ccc2Oc1ccc(Cl)cc1O,330
Cc1ccc2ccccc2c1,306
c1ccccc1C2CO2,236
c1cc(ccc1F)Br,257
CCCCCCCCCCCCCCCCCCCCCCC,322
Fc1c(F)c(F)c(F)c(F)c1F,276.9
CCOc1cccc(c1)OCC,284
FC(F)(F)c1ccccc1Cl,265.6
c1c(cc(cc1Cl)Cl)[N+](=O)[O-],337
O=COCC,192
C1=CC(=CN=C1)C(=O)O,509.6
c1cccs1,235
CF,129.7
COc1ccccc1N2CCNCC2,310
CN1CC=C(CC1)c2ccccc2,311.5
CC(C)(C(=O)O)Oc1ccc(cc1)Cl,393
CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(O)=O,506
FC(F)(F)S(=O)c1c(N)n(nc1C#N)c2c(Cl)cc(cc2Cl)C(F)(F)F,472
COc1ccc(c(c1)O)C(=O)c2ccccc2,337
CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1,415
CC(C)Oc1ccccc1OC(=O)NC,364.5
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,392
c1ccc2c(c1)ccc(=O)[nH]2,471
CC(C)(C)S,274
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)Cl,385
c1ccc2c(c1)cccc2C#N,309
Nc1ccc2ccccc2c1,384.5
c1ccc(cc1)c2ccc(cc2)Br,363
c1ccc2cc(ccc2c1)C(=O)O,457
CCOc1ccc2ccccc2c1,309
O=C(O)[C@@H]1CCC(=O)N1,434.5
Cc1cc(ccc1N)[N+](=O)[O-],405
CCCCCCCCCCCCCO,307
Cc1c(c(=O)cco1)O,436
Cc1cc(ccc1N)c2ccc(c(c2)C)N,403
c1ccc2c(c1)cccc2CC#N,307
c1ccc2c(c1)cc(cc2O)O,398
CCCCCCCCCCCCCCCC(=O)OC(C)C,285
c1ccc(cc1)CSSCc2ccccc2,343
c1cc2cccc3C=Cc(c1)c23,364
c1cc(c(cc1Cl)NN)Cl,377
O=C(O)C1CSCN1,468
c1cc(ccc1C(=O)O)C(F)(F)F,494
c1cc(sc1)C(=O)O,401
CC(C)c1ccc(cc1)C(=O)O,392
c1ccc(cc1)c2c(c(=O)c3ccccc3o2)O,443
[O-][N+](=O)c1cccc2cccc([N+]([O-])=O)c12,444.5
Cc2ccccc2c1ccccc1C,291
c1cc(c(c(c1)Br)O)Br,328
Cc1cc2ccccc2nc1,288
c1ccc(c(c1)OCC(=O)O)Cl,423
O=C1C=C(Cl)C(=O)C=C1Cl,434.5
c1cc(ccc1Cc2ccc(cc2)O)O,434
COc1ccc(cc1O)C(=O)O,526
c1cc[n+](cc1)[O-],337
c1c(c(cc2c1OCO2)[N+](=O)[O-])C=O,368
CCOC(=O)Cc1c[nH]c2c1cccc2,316
C1C2C=CC1C3C2C(=O)OC3=O,439
c1ccc(cc1)OP(=O)(O)Oc2ccccc2,339
c1ccc(cc1)N2C(=O)C=CC2=O,362
O=C(C(c1ccccc1)c2ccccc2)N(C)C,406.5
c1ccc(cc1)c2cc(ccc2O)O,374
COc1cc(cc(c1)OC)C(=O)O,457
c1ccc-2c(c1)Cc3c2ccc(c3)Br,385
COC(=O)c1cccc(c1)C(=O)OC,342
c1c(cc(c(c1[N+](=O)[O-])N)Br)[N+](=O)[O-],425
c1cc2c(cc[nH]2)cc1O,382
COC(=O)c1ccc(cc1O)O,391
c1ccc2c(c1)-c3ccccc3C2=NO,467
c1ccc(cc1)CCCCC(=O)O,332
CCc1ccc(cc1O)O,370
CC(=O)CCCC(=O)O,285
c1ccc(cc1)Oc2cccc(c2)C(=O)O,421
c1cc(c(cc1Br)Cl)O,322
COc1cccc(C#N)c1OC,317.5
c1ccc(cc1)CN(Cc2ccccc2)Cc3ccccc3,366
Cc1ccc(cc1OC)N,331
Clc1c2COC(=O)c2c(Cl)c(Cl)c1Cl,481
c1cc(sc1)c2ccc(s2)c3cccs3,365
C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,369
COc1ccc(cc1[N+]([O-])=O)OC,344
c1cc(c(cc1Cl)Cl)C(=O)Cl,291
CC(CCC(=O)O)(c1ccc(cc1)O)c2ccc(cc2)O,446
c1cc(c(cc1N)[N+](=O)[O-])F,369
c1cc(cc(c1)C(F)(F)F)C#N,289
C(C(C(C(CO)(F)F)(F)F)(F)F)O,351
C=Cc1ccc(cc1)F,237
c1c(=O)[nH]c(=O)[nH]n1,549
c1ccc2c(c1)C(=O)CCO2,311
COc1ccccc1OC(=O)c2ccccc2,332
O=C1OCc2ccc(OC)c(OC)c21,374
c1cc2ccc(cc2c(c1)O)O,455
CCS(=O)(=O)CC,345
CCC(=O)c1cc(ccc1O)O,371
CCCCCCn1c(=O)c2c(ncn2C)n(c1=O)C,354
O=C(O)c1ccc(OCCCC)cc1,420
CCOC(=O)C(=O)Nc1ccccc1,340
C[Si](C)(C)[Si](C)(C)C,285
Cc1csc(n1)N,317
C(CCCCCCCCCC(=O)O)CCCCCCCCC(=O)O,400
Cc1ccc(cc1C)C(=O)c2ccccc2,319
On2nnc1ccccc12,432
O=C1C(=CC(=CC1=O)C(C)(C)C)C(C)(C)C,386.5
CCCC(=O)NN,317
O=C(O)CCCc1ccc(OC)cc1,332
Cc1ccc(s1)C(=O)C,299
Cc1c(c[nH]n1)Br,348
c1cc2c(cc1N)cn[nH]2,448
c1cc(c(c(c1)F)O)F,311
c1ccc(cc1)C(C(=O)c2ccccc2)Cl,340
O=C1OC(C)(C)C(C1)C(=O)O,449
CCP(=O)(O)O,334.5
C=C(C(=O)O)C(F)(F)F,323
O=C(O)C(=Cc1ccccc1)c1ccccc1,444
Cc1c(=O)[nH]c(=S)[nH]n1,493
O=[N+]([O-])c1cc(N)ccc1N,411.5
c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O,573
c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,560
Clc1cc(C(=CCl)OP(=O)(OC)OC)c(Cl)cc1Cl,370.5
ON=Cc1ccccc1,309.5
NC(=O)CCCCCCCCCCC/C=CCCCCCCCC,352
c1ccc2c(c1)cc(o2)C(=O)O,467
CC(=O)c1cccnc1,285
CN(C)c1cccc(c1)[N+](=O)[O-],332
Cc1cc2c(cc1C)nc[nH]2,477
O=C(O)CCCCCCCCCCCCCCC,335.5
COc3ccc2n(C(=O)c1ccc(Cl)cc1)c(C)c(CC(=O)OCC(O)=O)c2c3,423
c1cc2c(cc(c(c2nc1)O)Cl)Cl,454
Clc1c(ccc(OCC(=O)O)c1Cl)C(=O)C(=C)CC,395.5
O=C1C=CC(=O)N1CC,317
ICC(=O)O,354
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,443
c1ccc(cc1)C(=O)CBr,323
C#CC1(O)CCCCC1,306
O=C(c1ccc(Br)cc1)c2ccccc2,355
CC(C)(C)c1ccc(cc1)C(=O)O,438
C(C#N)C(=O)N,393
O=C1OC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl,528.5
c1ccc2c(c1)c(c[nH]2)CCCC(=O)O,396
O=C(c1ccc(Cl)cc1)c2ccccc2,349
c1cc(nc(c1)N)N,393
Cc1ccco1,184
OCc1ccc(CO)cc1,391
c1ccc2c(c1)ccc(c2c3c4ccccc4ccc3O)O,490
O=C(Oc1ccc(C)cc1)c2ccccc2,343
Ic1ccc(I)cc1,404
CN(C)C1=NC(=O)C(O1)c2ccccc2,406
Cc1cc[n+](cc1)[O-],457
OC(=O)c1ccc(C=C)cc1,415
O=C(N)c1c(Cl)cccc1Cl,471
O=C(C)Oc1ccc(cc1)C(=O)O,467
Nc1ccc(cc1OC)OC,306.5
O=C(O)COc1ccccc1,373
CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N,387
O=Cc1ccc(C#N)cc1,375
O=C(CO)c1ccccc1,279
O=[N+]([O-])c1cc(CO)ccc1,305
O=C(OC(C)(C)C)NCC(=O)O,361.5
Clc1cc(N)cc(Cl)c1O,441.5
Nc1ccc(cc1)C2CCCCC2,326
C[C@@H](O)[C@H](C)O,306
ClCC=CCCl,275
COc1ccc(cc1)C(N)=O,438
Oc2cccc(Nc1ccccc1)c2,354.5
Nc1ccc(O)cc1,462
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,450
CCN(CC)C(=S)SSC(=S)N(CC)CC,343
c1cccc2ncnc12,444
C=CC(=O)OC,198
C1CCC(CC1)C(=O)O,304
O=[N+]([O-])c1cccc(N)c1,387
CC(=O)CCC(C)=O,266
Cc1cc(N)c(N)cc1,362.5
CC(=O)CCCC,216
Nc3ncnc2c3ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,507
ClC(Cl)(Cl)C(=O)O,330
ClCC(=O)O,336
Nc1ccccc1N,374.5
Ic1cccc(c1)[N+](=O)[O-],310
N#Cc1ccc(C)cc1,302
COc1ccc(cc1)C(=O)O,456.5
N(=C=N\C1CCCCC1)\C2CCCCC2,307.5
Cn1ccnc1S,419
NC(=O)N2c1ccccc1C=Cc3ccccc23,463
CC(=O)c1ccccc1,292
N#CN,317
C1CC2=CC=CC3=C2C1=CC=C3,368
CCOc1ccc(N)cc1,276
